cole_nombre_establecimiento,Promedio_Puntaje_Global,cole_bilingue,cole_caracter,cole_calendario,cole_genero,cole_jornada,cole_naturaleza,cole_area_ubicacion,cole_depto_ubicacion,Decil
INSTITUCION EDUCATIVA TECNICA CUALAMANA,268.7906976744186,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,7
INSTITUCION EDUCATIVA TECNICA DE BALLET CLASICO INCOLBALLET,288.1304347826087,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,VALLE,9
INSTITUCION EDUCATIVA TECNICA DE COMERCIO SIMON RODRIGUEZ,268.6393442622951,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,7
INSTITUCION EDUCATIVA TECNICA DE COMERCIO VIRGINIA GOMEZ,256.9217391304348,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,MAGDALENA,6
INSTITUCION EDUCATIVA TECNICA DE PASACABALLOS,226.98507462686567,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOLIVAR,2
INSTITUCION EDUCATIVA TECNICA DEPARTAMENTAL CIENAGUETA,218.0,Desconocido,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,MAGDALENA,2
INSTITUCION EDUCATIVA TECNICA DEPARTAMENTAL DE GERMANIA,207.6153846153846,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,MAGDALENA,1
INSTITUCION EDUCATIVA TECNICA DEPARTAMENTAL DE PINTO GILMA ROYERO SOLANO,238.55555555555554,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,MAGDALENA,4
INSTITUCION EDUCATIVA TECNICA EL DANUBIO,227.6,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,2
INSTITUCION EDUCATIVA TECNICA EL ESPINO,255.13333333333333,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,6
INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,283.468085106383,Desconocido,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOLIVAR,9
INSTITUCION EDUCATIVA TECNICA EN TURISMO 12 DE OCTUBRE,201.58823529411765,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,MAGDALENA,1
INSTITUCION EDUCATIVA TECNICA EN TURISMO ALIANZA PARA EL PROGRESO,211.25925925925927,Desconocido,ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,MAGDALENA,1
INSTITUCION EDUCATIVA TECNICA EUSEBIO SEPTIMIO MARI,213.74736842105264,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,LA GUAJIRA,1
INSTITUCION EDUCATIVA TECNICA FABIO LOZANO Y LOZANO,239.21951219512195,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,4
INSTITUCION EDUCATIVA TECNICA FELIPE SALAME,256.25,Desconocido,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,6
INSTITUCION EDUCATIVA TECNICA FELISA SUAREZ DE ORTIZ,252.74193548387098,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,TOLIMA,5
INSTITUCION EDUCATIVA TECNICA FELIX TIBERIO GUZMAN,252.02197802197801,S,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,5
INSTITUCION EDUCATIVA TECNICA FRANCISCO DE PAULA SANTANDER,242.71875,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,4
INSTITUCION EDUCATIVA TECNICA FRANCISCO JOSE DE CALDAS,234.42424242424244,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,3
INSTITUCION EDUCATIVA TECNICA FRANCISCO JULIAN OLAYA,230.5,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,3
INSTITUCION EDUCATIVA TECNICA FRANCISCO NUÑEZ PEDROSO,259.62,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,6
INSTITUCION EDUCATIVA TECNICA FRANCISCO PINEDA LOPEZ,241.73809523809524,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,4
INSTITUCION EDUCATIVA TECNICA GABRIEL GARCIA MARQUEZ,233.3053435114504,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,VALLE,3
INSTITUCION EDUCATIVA TECNICA GABRIELA MISTRAL,265.31168831168833,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,7
INSTITUCION EDUCATIVA TECNICA GENERAL ROBERTO LEYVA SEDE CAMPESTRE (GENERAL ROBERTO LEYVA),225.675,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,TOLIMA,2
INSTITUCION EDUCATIVA TECNICA GENERAL SANTANDER,258.45205479452056,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,6
INSTITUCION EDUCATIVA TECNICA GUASIMAL,228.94117647058823,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,2
INSTITUCION EDUCATIVA TECNICA INDUSTRIAL DE SABANALARGA,239.1338028169014,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,4
INSTITUCION EDUCATIVA TECNICA INDUSTRIAL DE SOLEDAD MARIA AUXILIADORA,245.90769230769232,N,TÉCNICO,A,MIXTO,TARDE,OFICIAL,URBANO,ATLANTICO,4
INSTITUCION EDUCATIVA TECNICA INDUSTRIAL HUMBERTO RAFFO RIVERA,285.2772727272727,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,9
INSTITUCION EDUCATIVA TECNICA INDUSTRIAL JOSE CASTILLO BOLIVAR,220.3846153846154,Desconocido,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,2
INSTITUCION EDUCATIVA TECNICA INDUSTRIAL SAN ANTONIO DE PADUA,239.18987341772151,N,TÉCNICO,A,MIXTO,TARDE,OFICIAL,URBANO,ATLANTICO,4
INSTITUCION EDUCATIVA TECNICA INDUSTRIAL SAN GERARDO,259.15384615384613,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,6
INSTITUCION EDUCATIVA TECNICA INDUSTRIAL SIMON BOLIVAR,233.71328671328672,S,TÉCNICO/ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,TOLIMA,3
INSTITUCION EDUCATIVA TECNICA INDUSTRIAL Y COMERCIAL DE SOLEDAD,261.8532110091743,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,6
INSTITUCION EDUCATIVA TECNICA INSTITUTO ARMERO,245.4318181818182,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,4
INSTITUCION EDUCATIVA TECNICA INTERNADO INDIGENA SAN ANTONIO,217.28571428571428,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,LA GUAJIRA,1
INSTITUCION EDUCATIVA TECNICA ISIDRO PARRA,268.6046511627907,N,TÉCNICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,TOLIMA,7
INSTITUCION EDUCATIVA TECNICA JORGE ELIECER GAITAN AYALA,277.15625,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,8
INSTITUCION EDUCATIVA TECNICA JOSÉ AGUSTIN BLANCO BARROS,219.48739495798318,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,2
INSTITUCION EDUCATIVA TECNICA JUAN MANUEL RUDAS,226.9655172413793,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,2
INSTITUCION EDUCATIVA TECNICA LA ARADA,243.42105263157896,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,TOLIMA,4
INSTITUCION EDUCATIVA TECNICA LA AURORA,255.91666666666666,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,6
INSTITUCION EDUCATIVA TECNICA LA CEIBA,230.08333333333334,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,3
INSTITUCION EDUCATIVA TECNICA LA CHAMBA,235.83333333333334,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,3
INSTITUCION EDUCATIVA TECNICA LA VEGA DE LOS PADRES,232.66666666666666,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,3
INSTITUCION EDUCATIVA TECNICA LA VOZ DE LA TIERRA,240.2058823529412,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,4
INSTITUCION EDUCATIVA TECNICA LEPANTO,234.625,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,3
INSTITUCION EDUCATIVA TECNICA LOS ALPES,255.53846153846155,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,6
INSTITUCION EDUCATIVA TECNICA LOS ANDES,253.1153846153846,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,5
INSTITUCION EDUCATIVA TECNICA LOS COLOMBIANOS,245.17857142857142,Desconocido,TÉCNICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,4
INSTITUCION EDUCATIVA TECNICA MAGOLA HERNANDEZ PARDO,249.51923076923077,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CESAR,5
INSTITUCION EDUCATIVA TECNICA MANUEL BRICEÑO,270.4117647058824,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,7
INSTITUCION EDUCATIVA TECNICA MANUELA BELTRAN,259.2857142857143,N,TÉCNICO,A,MIXTO,TARDE,OFICIAL,URBANO,ATLANTICO,6
INSTITUCION EDUCATIVA TECNICA MARCO FIDEL SUAREZ,256.22535211267603,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,META,6
INSTITUCION EDUCATIVA TECNICA MARIA AUXILIADORA,265.1012658227848,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,NARIÑO,7
INSTITUCION EDUCATIVA TECNICA MARIA INMACULADA DE PITAL DE MEGUA,257.2105263157895,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,ATLANTICO,6
INSTITUCION EDUCATIVA TECNICA MARIANO SANCHEZ ANDRADE,231.9591836734694,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,3
INSTITUCION EDUCATIVA TECNICA MARTIN POMALA,239.73684210526315,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,4
INSTITUCION EDUCATIVA TECNICA MEDALLA MILAGROSA,283.7936507936508,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,9
INSTITUCION EDUCATIVA TECNICA MICROEMPRESARIAL DE SOLEDAD,251.10526315789474,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,5
INSTITUCION EDUCATIVA TECNICA MINUTO DE DIOS FE Y ALEGRIA,223.75,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,2
INSTITUCION EDUCATIVA TECNICA MORENO Y ESCANDON,243.02857142857144,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,4
INSTITUCION EDUCATIVA TECNICA NASAWE´SX FI´ZÑI,211.88,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,1
INSTITUCION EDUCATIVA TECNICA NICOLAS RAMIREZ,230.3846153846154,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,3
INSTITUCION EDUCATIVA TECNICA NIÑA MARIA,277.96363636363634,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,8
INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE FATIMA,229.05633802816902,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,2
INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LA ASUNCION,251.7826086956522,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,TOLIMA,5
INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LA PRESENTACION,302.0,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,NORTE SANTANDER,9
INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LAS MERCEDES,245.66666666666666,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,4
INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LOURDES,287.1923076923077,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,9
INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DEL CARMEN,267.77777777777777,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,7
INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DEL ROSARIO,250.55555555555554,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,5
INSTITUCION EDUCATIVA TECNICA OCCIDENTE,259.9913043478261,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,6
INSTITUCION EDUCATIVA TECNICA OLAYA HERRERA,230.9512195121951,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,3
INSTITUCION EDUCATIVA TECNICA PABLO SEXTO,246.5686274509804,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,5
INSTITUCION EDUCATIVA TECNICA PANAMERICANA,272.0,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,8
INSTITUCION EDUCATIVA TECNICA PEDRO PABON PARGA,242.32743362831857,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,4
INSTITUCION EDUCATIVA TECNICA PEREZ Y ALDANA,231.76439790575915,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,TOLIMA,3
INSTITUCION EDUCATIVA TECNICA PROMOCION SOCIAL,298.44444444444446,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,NARIÑO,9
INSTITUCION EDUCATIVA TECNICA PROMOCION SOCIAL  EL ROSARIO,254.0,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CORDOBA,5
INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,216.0327868852459,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOLIVAR,1
INSTITUCION EDUCATIVA TECNICA RURAL AGROPECUARIA DE MINGUEO,227.6290322580645,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,LA GUAJIRA,2
INSTITUCION EDUCATIVA TECNICA SAN FRANCISCO DE ASIS,230.0,Desconocido,TÉCNICO,A,MIXTO,SABATINA,OFICIAL,URBANO,NARIÑO,3
INSTITUCION EDUCATIVA TECNICA SAN JOSE,250.52238805970148,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,TOLIMA,5
INSTITUCION EDUCATIVA TECNICA SAN LUIS GONZAGA,248.49397590361446,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,5
INSTITUCION EDUCATIVA TECNICA SAN MIGUEL,195.28,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,1
INSTITUCION EDUCATIVA TECNICA SANTA ISABEL,251.33333333333334,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,5
INSTITUCION EDUCATIVA TECNICA SANTA LUCIA,223.61363636363637,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,2
INSTITUCION EDUCATIVA TECNICA SANTO TOMAS,294.2,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,9
INSTITUCION EDUCATIVA TECNICA SIMON BOLIVAR,247.60714285714286,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,5
INSTITUCION EDUCATIVA TECNICA SOLEDAD MEDINA,268.5405405405405,N,TÉCNICO,A,MIXTO,NOCHE,OFICIAL,URBANO,TOLIMA,7
INSTITUCION EDUCATIVA TECNICA SUMAPAZ,252.20071684587813,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,TOLIMA,5
INSTITUCION EDUCATIVA TECNICA TULIO VARON,224.03225806451613,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,2
INSTITUCION EDUCATIVA TECNICO AGRICOLA,245.98039215686273,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,HUILA,4
INSTITUCION EDUCATIVA TECNICO AGRICOLA JUAN DOMINGUEZ ROMERO,241.8108108108108,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,ATLANTICO,4
INSTITUCION EDUCATIVA TECNICO AGROAMBIENTAL EL MORAL,228.0,Desconocido,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,2
INSTITUCION EDUCATIVA TECNICO AGROECOLOGICO EL MOTILON,284.3333333333333,Desconocido,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,9
INSTITUCION EDUCATIVA TECNICO AGROPECUARIA,207.84745762711864,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,1
INSTITUCION EDUCATIVA TECNICO AGROPECUARIA DE TUBARA,223.83333333333334,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,2
INSTITUCION EDUCATIVA TECNICO AGROPECUARIA DE VILLA ROSA,249.24,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,ATLANTICO,5
INSTITUCION EDUCATIVA TECNICO AGROPECUARIA DON GABRIEL,209.4,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,1
INSTITUCION EDUCATIVA TECNICO AGROPECUARIO,266.5,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,META,7
INSTITUCION EDUCATIVA TECNICO AGROPECUARIO CERRITO DE LA PALMA,234.4375,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,3
INSTITUCION EDUCATIVA TECNICO AGROPECUARIO LA GALLERA,237.03030303030303,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,3
INSTITUCION EDUCATIVA TECNICO AGROPISCICOLA DE ROTINET,204.53846153846155,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,ATLANTICO,1
INSTITUCION EDUCATIVA TECNICO COMERCIAL ALBERTO PUMAREJO DE MALAMBO,254.66666666666666,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,6
INSTITUCION EDUCATIVA TECNICO COMERCIAL DE SABANALARGA,227.35151515151514,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,ATLANTICO,2
INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,253.1123595505618,N,TÉCNICO/ACADÉMICO,A,MIXTO,UNICA,OFICIAL,URBANO,BOLIVAR,5
INSTITUCION EDUCATIVA TECNICO COMERCIAL VILLA DEL SUR,272.3768115942029,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,VALLE,8
INSTITUCION EDUCATIVA TECNICO CRISTO REY,289.8,N,TÉCNICO,A,MIXTO,TARDE,OFICIAL,URBANO,ARAUCA,9
INSTITUCION EDUCATIVA TECNICO DE BELLAS ARTES,298.2916666666667,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,9
INSTITUCION EDUCATIVA TECNICO DE COMERCIO SANTA CECILIA,271.536312849162,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,VALLE,8
INSTITUCION EDUCATIVA TECNICO DE LA PE¿A,211.17777777777778,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,ATLANTICO,1
INSTITUCION EDUCATIVA TECNICO EL ORTIGAL,254.34722222222223,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,6
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL,264.6027027027027,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CAUCA,7
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL  MULTIPROPOSITO,240.27659574468086,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,4
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO JOSE CAMACHO,278.17543859649123,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,8
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO PRIETO,262.30357142857144,N,TÉCNICO,A,MIXTO,NOCHE,OFICIAL,URBANO,SUCRE,7
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL BLAS TORRES DE LA TORRE,291.301652892562,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,9
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL CARLOS HOLGUIN MALLARINO,220.24186046511628,N,TÉCNICO/ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,VALLE,2
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL COMUNA 17,298.65986394557825,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,9
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DIEZ DE  MAYO,259.02649006622516,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,6
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DONALD RODRIGO TAFUR,252.01282051282053,N,TÉCNICO,A,MIXTO,TARDE,OFICIAL,URBANO,VALLE,5
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL EL MILAGROSO,286.655737704918,N,TÉCNICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ATLANTICO,9
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL EL PALMAR,265.6868686868687,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CASANARE,7
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,239.3968253968254,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ARAUCA,4
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ,298.20197044334975,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOYACA,9
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL JOSE MARIA CARBONELL,286.2215568862275,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,9
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL LUZ HAYDEE GUERRERO MOLINA,260.3090909090909,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,VALLE,6
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO A. OÑORO DE BARANOA,236.99333333333334,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,3
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA,270.9691780821918,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,VALLE,7
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL RAFAEL POMBO,257.25581395348837,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ARAUCA,6
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL SANTIAGO DE ARMA,311.3761467889908,N,TÉCNICO,A,MIXTO,TARDE,OFICIAL,URBANO,ANTIOQUIA,10
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL TOMAS CARRASQUILLA,234.38095238095238,N,TÉCNICO/ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,ANTIOQUIA,3
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL VEINTE DE JULIO,247.28735632183907,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,5
INSTITUCION EDUCATIVA TECNICO IPC ANDRES ROSA,236.52459016393442,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,HUILA,3
INSTITUCION EDUCATIVA TECNICO JOSE CELESTINO MUTIS,225.2127659574468,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CESAR,2
INSTITUCION EDUCATIVA TECNICO JOSE EUGENIO MARTINEZ,242.59223300970874,N,TÉCNICO,A,MIXTO,TARDE,OFICIAL,URBANO,CESAR,4
INSTITUCION EDUCATIVA TECNICO MILCIADES CANTILLO COSTA,257.680412371134,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CESAR,6
INSTITUCION EDUCATIVA TECNICO SAN JUAN BAUTISTA,264.54761904761904,N,TÉCNICO,A,MIXTO,NOCHE,OFICIAL,URBANO,NARIÑO,7
INSTITUCION EDUCATIVA TECNICO SUPERIOR,289.38349514563106,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,HUILA,9
INSTITUCION EDUCATIVA TECNICO TUNIA,249.7258064516129,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,5
INSTITUCION EDUCATIVA TECNICO UPAR,256.2554744525547,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CESAR,6
INSTITUCION EDUCATIVA TECNOLOGICA AGROAMBIENTAL INDIGENA AWA,219.43478260869566,S,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,2
INSTITUCION EDUCATIVA TENIENTE CRUZ PAREDES,245.40384615384616,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,META,4
