cole_nombre_establecimiento,Promedio_Puntaje_Global,cole_bilingue,cole_caracter,cole_calendario,cole_genero,cole_jornada,cole_naturaleza,cole_area_ubicacion,cole_depto_ubicacion,Decil
INSTITUCION EDUCATIVA TEODORO MUNERA HINCAPIE,230.5,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,VALLE,3
INSTITUCION EDUCATIVA TERCER MILENIO,293.77272727272725,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,SUCRE,9
INSTITUCION EDUCATIVA TERESA CALDERON DE LASSO,248.0,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,VALLE,5
INSTITUCION EDUCATIVA TERESA CAMACHO DE SUAREZ,247.1,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,5
INSTITUCION EDUCATIVA TERESITA MONTES,287.46478873239437,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,QUINDIO,9
INSTITUCION EDUCATIVA TERRAPLEN,225.27272727272728,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CESAR,2
INSTITUCION EDUCATIVA TIERRA BAJA,241.5,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOLIVAR,4
INSTITUCION EDUCATIVA TIERRA NEGRA,263.6923076923077,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,SANTANDER,7
INSTITUCION EDUCATIVA TOMAS ARTURO SANCHEZ,265.02777777777777,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,NARIÑO,7
INSTITUCION EDUCATIVA TOMAS CADAVID RESTREPO,270.85227272727275,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,ANTIOQUIA,7
INSTITUCION EDUCATIVA TOMAS CARRASQUILLA,251.09756097560975,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,ANTIOQUIA,5
INSTITUCION EDUCATIVA TOMAS CIPRIANO DE MOSQUERA,246.04040404040404,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,CAUCA,4
INSTITUCION EDUCATIVA TOTARCO DINDE,194.17142857142858,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,1
INSTITUCION EDUCATIVA TREMENTINO,224.0,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,2
INSTITUCION EDUCATIVA TREMENTINO ARRIBA,210.61904761904762,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,1
INSTITUCION EDUCATIVA TRES MARIAS,237.3846153846154,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,3
INSTITUCION EDUCATIVA TRIUNFO II,207.28571428571428,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,GUAVIARE,1
INSTITUCION EDUCATIVA TRUJILLO,245.53763440860214,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CESAR,4
INSTITUCION EDUCATIVA TURISTICA SIMON BOLIVAR,245.183908045977,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,4
INSTITUCION EDUCATIVA TÉCNICA AGROPECUARIA DE CONEJO,234.28571428571428,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,LA GUAJIRA,3
INSTITUCION EDUCATIVA TÉCNICA AGROPESQUERA MANUEL PADILLA POLO DE ROBLES,223.78571428571428,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOLIVAR,2
INSTITUCION EDUCATIVA TÉCNICA INDUSTRIAL ESPAÑA,283.6388888888889,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,9
INSTITUCION EDUCATIVA TÉCNICA MARIA INMACULADA.,264.85,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,LA GUAJIRA,7
INSTITUCION EDUCATIVA TÉCNICA PROMOCION SOCIAL,249.203125,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,LA GUAJIRA,5
INSTITUCION EDUCATIVA TÉCNICA REMEDIOS SOLANO,222.4620253164557,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,LA GUAJIRA,2
INSTITUCION EDUCATIVA UNIDAD EDUCATIVA APIAY,276.2142857142857,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,META,8
INSTITUCION EDUCATIVA UNIDAD EDUCATIVA ARNULFO BRICEÑO CONTRERAS,245.175,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,META,4
INSTITUCION EDUCATIVA UNIVERSITARIO DE CALDAS,288.23364485981307,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,CALDAS,9
INSTITUCION EDUCATIVA URBANA MIXTA N°.1,229.9814814814815,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,LA GUAJIRA,3
INSTITUCION EDUCATIVA URBANA SAN JOSE,234.42857142857142,N,TÉCNICO/ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,ANTIOQUIA,3
INSTITUCION EDUCATIVA URIBESCO,278.4901960784314,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,BOYACA,8
INSTITUCION EDUCATIVA VALENCIA DE LA PAZ,243.6,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,HUILA,4
INSTITUCION EDUCATIVA VALENTIN APARICIO PERSONA,237.0,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,META,3
INSTITUCION EDUCATIVA VALENTIN GARCIA,252.93577981651376,N,TÉCNICO/ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,META,5
INSTITUCION EDUCATIVA VALENTIN MANJARREZ,238.84375,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CESAR,4
INSTITUCION EDUCATIVA VALLECITOS,263.1764705882353,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,7
INSTITUCION EDUCATIVA VALPARAISO,242.26315789473685,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,4
INSTITUCION EDUCATIVA VALPARAISO BAJO,249.28571428571428,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,5
INSTITUCION EDUCATIVA VARSOVIA LA FLORIDA,243.9,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,4
INSTITUCION EDUCATIVA VEINTE DE ENERO,268.758064516129,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SUCRE,7
INSTITUCION EDUCATIVA VEINTE DE JULIO,237.23618090452263,N,TÉCNICO/ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,META,3
INSTITUCION EDUCATIVA VEINTISEIS DE MARZO,239.2058823529412,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,4
INSTITUCION EDUCATIVA VERSALLES,247.64285714285714,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,5
INSTITUCION EDUCATIVA VIBORAL,226.0,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CALDAS,2
INSTITUCION EDUCATIVA VICENTE BORRERO COSTA,243.39896373056996,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,VALLE,4
INSTITUCION EDUCATIVA VILLA CAMPO,199.88888888888889,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,1
INSTITUCION EDUCATIVA VILLA CECILIA,227.14285714285714,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,ARAUCA,2
INSTITUCION EDUCATIVA VILLA CLARA,226.21875,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,2
INSTITUCION EDUCATIVA VILLA CONCEPCION,220.6153846153846,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,2
INSTITUCION EDUCATIVA VILLA CORELCA,233.36206896551724,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CESAR,3
INSTITUCION EDUCATIVA VILLA DE LOS ANDES,239.94444444444446,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,RURAL,HUILA,4
INSTITUCION EDUCATIVA VILLA DE SAN ANDRES,229.85714285714286,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CESAR,3
INSTITUCION EDUCATIVA VILLA DEL SOL,283.5681818181818,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,ANTIOQUIA,9
INSTITUCION EDUCATIVA VILLA ESTADIO,274.06349206349205,Desconocido,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,8
INSTITUCION EDUCATIVA VILLA ESTRELLA,220.0253164556962,Desconocido,ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,BOLIVAR,2
INSTITUCION EDUCATIVA VILLA FATIMA,243.52941176470588,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,4
INSTITUCION EDUCATIVA VILLA GERMANIA,224.7826086956522,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CESAR,2
INSTITUCION EDUCATIVA VILLA HERMOSA 2,212.8,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAQUETA,1
INSTITUCION EDUCATIVA VILLA MARIA,230.99115044247787,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,3
INSTITUCION EDUCATIVA VILLA SANTANA,253.1509433962264,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,RISARALDA,5
INSTITUCION EDUCATIVA VILLACARMELO,257.25,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,VALLE,6
INSTITUCION EDUCATIVA VILLACOLOMBIA,283.2328767123288,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,VALLE,9
INSTITUCION EDUCATIVA VILLALOSADA,244.25,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,HUILA,4
INSTITUCION EDUCATIVA VILLAMORENO,279.2631578947368,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,8
INSTITUCION EDUCATIVA VILLANUEVA,228.16,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,2
INSTITUCION EDUCATIVA VIRGEN DEL CARMEN,228.61111111111111,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CESAR,2
INSTITUCION EDUCATIVA VISTA HERMOSA DE SOLEDAD,258.47058823529414,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,ATLANTICO,6
INSTITUCION EDUCATIVA Y CULTURAL JESUS AMIGO,259.6521739130435,Desconocido,NO APLICA,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,ANTIOQUIA,6
INSTITUCION EDUCATIVA YAALIAKEISY,229.92857142857142,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,META,3
INSTITUCION EDUCATIVA YARUMAL,260.0,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,TOLIMA,6
INSTITUCION EDUCATIVA YO REINARE,244.3846153846154,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,4
INSTITUCION EDUCATIVA YU LUUCX PISHAU,215.375,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,HUILA,1
INSTITUCION EDUCATIVALOS CUROS,247.33333333333334,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,5
INSTITUCION EDUCATIVARURAL DPTAL SAN ANTONIO DE AGUILERA,235.88888888888889,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CUNDINAMARCA,3
INSTITUCION EDUCATIVO  AGROPECUARIA INGA DE APONTE,263.5,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,7
INSTITUCION EDUCATIVO DISTRITAL DE PALOMINITO,218.72727272727272,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,MAGDALENA,2
INSTITUCION EDUCATIVO DISTRITAL JHON F KENNEDY,213.66666666666666,N,ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,MAGDALENA,1
INSTITUCION EDUCATIVO LOS GOMEZ MARGEN IZQUIERDA,241.91666666666666,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,4
INSTITUCION EDUCATVA DEPARTAMENTAL  PABLO HERRERA,269.7551020408163,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CUNDINAMARCA,7
INSTITUCION EDUCATVA NUESTRA SENORA DEL ROSARIO,269.6588235294118,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CALDAS,7
INSTITUCION EDUCATVA SAN JOSE MANYANET,313.0,Desconocido,NO APLICA,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ANTIOQUIA,10
INSTITUCION EDUCTIVA DEPARTAMENTAL ESCUELA NORMAL SUPERIOR JUNIN,249.3448275862069,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CUNDINAMARCA,5
INSTITUCION EDUCTIVA MPAL CAMILO TORRES RESTREPO,248.30827067669173,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,SANTANDER,5
INSTITUCION EDUCTIVA RURAL SANTANDER,240.91666666666666,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAQUETA,4
INSTITUCION EDUCTIVA SAN RAFAEL DE CHUCURI,218.3846153846154,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SANTANDER,2
INSTITUCION ETNOEDUCATIVA  INTERNADO RURAL DUMINGUEKA,177.94444444444446,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,LA GUAJIRA,1
INSTITUCION ETNOEDUCATIVA 29 DE NOVIEMBRE,208.92105263157896,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,ANTIOQUIA,1
INSTITUCION ETNOEDUCATIVA DEPARTAMENTAL DE SOPLADOR,211.35714285714286,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,MAGDALENA,1
INSTITUCION ETNOEDUCATIVA DEPARTAMENTAL ETTE ENNAKA,196.9090909090909,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,MAGDALENA,1
INSTITUCION ETNOEDUCATIVA DISTRITAL BUNKWIMAKE,202.2,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,MAGDALENA,1
INSTITUCION ETNOEDUCATIVA DISTRITAL INTERCULTURAL EL MAMEY,161.0,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,RURAL,MAGDALENA,1
INSTITUCION ETNOEDUCATIVA DISTRITAL INTERCULTURAL LA REVUELTA,223.93548387096774,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,MAGDALENA,2
INSTITUCION ETNOEDUCATIVA INTEGRAL RURAL INTERNADO INDÍGENA EL EDÉN,193.06666666666666,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,LA GUAJIRA,1
INSTITUCION ETNOEDUCATIVA INTEGRAN RURAL INTERNADO INDIGENA DE CAMINO VERDE,197.6,S,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,LA GUAJIRA,1
INSTITUCION ETNOEDUCATIVA MONTE ALVERNIA,221.91304347826087,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,LA GUAJIRA,2
INSTITUCION ETNOEDUCATIVA NUEVA COLONIA,215.6818181818182,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,ANTIOQUIA,1
INSTITUCION ETNOEDUCATIVA PEDRO ROMERO,224.92424242424244,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOLIVAR,2
INSTITUCION ETNOEDUCATIVA RURAL AKUAIPA INTERNADO INDIGENA DE ALBANIA,214.08860759493672,S,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,LA GUAJIRA,1
INSTITUCION ETNOEDUCATIVA YACHAY WASI RUNA YANAKUNA,214.45454545454547,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,HUILA,1
INSTITUCION MANUEL ANTONIO DAVILA,243.4931506849315,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,LA GUAJIRA,4
INSTITUCION MARIA REINA,281.5263157894737,Desconocido,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,ANTIOQUIA,8
INSTITUCION TECNICO AGROPECUARIA DORIBEL TARRA,200.01075268817203,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,1
INSTITUCIONEDUCATIVA DEPARTAMENTA IGNACIO PESCADOR,266.8241758241758,N,TÉCNICO/ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,CUNDINAMARCA,7
INSTITUCIONEDUCATIVA LA IBERIA,225.8695652173913,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CALDAS,2
INSTITUCI¿N EDUCATIVA DPTAL LA VIOLETA   SEDE PRINCIPAL,237.41935483870967,N,TÉCNICO/ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,RURAL,CUNDINAMARCA,3
INSTITUCI¿N EDUCATIVA EL SALADO,238.05263157894737,N,TÉCNICO/ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,ANTIOQUIA,3
INSTITUCI¿N EDUCATIVA JOSE MANUEL DE ALTAMIRA,255.1891891891892,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CORDOBA,6
INSTITUCI¿N EDUCATIVA LA YE,266.86764705882354,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,RURAL,CORDOBA,7
INSTITUCI¿N EDUCATIVA NUESTRA SRA DEL ROSARIO,253.74545454545455,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CORDOBA,5
INSTITUCI¿N EDUCATIVA PAULO VI,215.23880597014926,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,LA GUAJIRA,1
INSTITUCI¿N EDUCATIVA RURAL NUESTRA SE¿ORA DEL PILAR,210.29166666666666,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,LA GUAJIRA,1
INSTITUCI¿N EDUCATIVA RURAL SAN ANTONIO DE PALOMINO,225.74285714285713,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,RURAL,LA GUAJIRA,2
INSTITUCI¿N EDUCATIVA RURALADOLFO ANTONIO MINDIOLA ROBLES,225.8,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,LA GUAJIRA,2
INSTITUCI¿N EDUCATIVA SAN LUIS DE SEVILLA,248.39285714285714,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,RURAL,CORDOBA,5
INSTITUCI¿N EDUCATIVA TECNICO AGROPECUARIO LA ARENA,257.9166666666667,N,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,SUCRE,6
INSTITUCI¿N ETNOEDUCATIVA INTEGRAL RURAL INTERNADO DE SIAPANA,195.58536585365854,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,LA GUAJIRA,1
INSTITUCI¿N ETNOEDUCATIVA RURAL INTERNADO DE NAZARETH,219.61194029850745,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,LA GUAJIRA,2
INSTITUCIÒN EDUCATIVA DEPARTAMENTAL BRUSELAS,255.0,Desconocido,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CUNDINAMARCA,6
INSTITUCIÒN EDUCATIVA GABRIEL GARCÌA TABOADA,211.67441860465115,N,ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,URBANO,BOLIVAR,1
INSTITUCIÒN EDUCATIVA JULIO CÉSAR TURBAY AYALA,263.5064102564103,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CUNDINAMARCA,7
INSTITUCIÒN EDUCATIVA SOACHA PARA VIVIR MEJOR,258.5533980582524,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,6
INSTITUCIÒN EDUCATIVA TÈCNICA AMBIENTAL DE TIERRA FIRME,227.86666666666667,N,TÉCNICO,A,MIXTO,TARDE,OFICIAL,RURAL,BOLIVAR,2
INSTITUCIÒN EDUCATIVA TÈCNICA ECOLÒGICA EMMA CECILIA ARNOLD,226.76470588235293,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,BOLIVAR,2
INSTITUCIÓN  EDUCATIVA  TROCHAS,224.0,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,SANTANDER,2
INSTITUCIÓN  EDUCATIVA DEPARTAMENTAL BAGAZAL,267.2173913043478,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,URBANO,CUNDINAMARCA,7
INSTITUCIÓN  EDUCATIVA ISABEL LA CATOLICA,247.1184210526316,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CALDAS,5
INSTITUCIÓN  EDUCATIVA LA MEDALLA MILAGROSA,202.04545454545453,N,ACADÉMICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,VALLE,1
INSTITUCIÓN AGROPECUARIA JOSÉ MARÍA CÓRDOBA,198.55555555555554,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,VALLE,1
INSTITUCIÓN DE CAPACITACIÓN FUTURO - INCAF,236.5934065934066,N,ACADÉMICO,A,MIXTO,COMPLETA,NO OFICIAL,URBANO,CUNDINAMARCA,3
INSTITUCIÓN EDUCATIVA  EDUARDO CORREA URIBE,233.875,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,RISARALDA,3
INSTITUCIÓN EDUCATIVA  LA INMACULADA CONCEPCION,283.0,N,TÉCNICO,A,MIXTO,MAÑANA,NO OFICIAL,URBANO,MAGDALENA,8
INSTITUCIÓN EDUCATIVA  LA VERDE,216.35714285714286,Desconocido,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,RURAL,SANTANDER,1
INSTITUCIÓN EDUCATIVA  LOS GUAYABALES,209.75,Desconocido,TÉCNICO/ACADÉMICO,A,MIXTO,SABATINA,OFICIAL,RURAL,SANTANDER,1
INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,251.5276073619632,N,TÉCNICO/ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,BOLIVAR,5
INSTITUCIÓN EDUCATIVA  RURAL DEPARTAMENTAL LAGUNA,249.0909090909091,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CUNDINAMARCA,5
INSTITUCIÓN EDUCATIVA  SAGRADO CORAZÓN DE JESÚS,202.9090909090909,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOLIVAR,1
INSTITUCIÓN EDUCATIVA 27 DE OCTUBRE DE ANIMAS ALTA,221.3846153846154,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOLIVAR,2
INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,218.22131147540983,N,TÉCNICO/ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,BOLIVAR,2
INSTITUCIÓN EDUCATIVA ADOLFO HOYOS OCAMPO,249.25,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,CALDAS,5
INSTITUCIÓN EDUCATIVA AGROAMBIENTAL PUSPUED,239.22222222222223,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,4
INSTITUCIÓN EDUCATIVA AGROINDUSTRIAL LA VICTORIA CON ÉNFASIS EN LA PRODUCCIÓN DE CAFÉS ESPECIALES,273.1818181818182,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,NARIÑO,8
INSTITUCIÓN EDUCATIVA AGROPECUARIA ARBOLEDA,239.9090909090909,N,TÉCNICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,CAUCA,4
INSTITUCIÓN EDUCATIVA AGROPECUARIA FELIX MARIA ORTIZ,228.5,N,TÉCNICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,CAUCA,2
INSTITUCIÓN EDUCATIVA AGROPECUARIA ORIGINAL DE LAS BRISAS,242.375,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOLIVAR,4
INSTITUCIÓN EDUCATIVA ALEJANDRO DURAN DIAZ,239.625,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,BOLIVAR,4
INSTITUCIÓN EDUCATIVA ALFONSO LOPEZ,246.59302325581396,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,ANTIOQUIA,5
INSTITUCIÓN EDUCATIVA ALTA MONTAÑA,198.85714285714286,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,BOLIVAR,1
INSTITUCIÓN EDUCATIVA ANDRES  BELLO,254.23333333333332,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CALDAS,6
INSTITUCIÓN EDUCATIVA ANDRÉS PÁEZ DE SOTOMAYOR,280.188679245283,N,ACADÉMICO,A,MIXTO,TARDE,OFICIAL,URBANO,SANTANDER,8
INSTITUCIÓN EDUCATIVA ANTONIA SANTOS,248.6315789473684,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,RURAL,VICHADA,5
INSTITUCIÓN EDUCATIVA ANTONIO JOSE DE SUCRE,229.85714285714286,N,ACADÉMICO,A,MIXTO,COMPLETA,OFICIAL,RURAL,NORTE SANTANDER,3
INSTITUCIÓN EDUCATIVA ARANJUEZ,254.84848484848484,N,ACADÉMICO,A,MIXTO,MAÑANA,OFICIAL,URBANO,CALDAS,6
INSTITUCIÓN EDUCATIVA ATANASIO GIRARDOT,237.16326530612244,Desconocido,ACADÉMICO,A,MIXTO,NOCHE,OFICIAL,URBANO,CALDAS,3
